2019-07-01 09:30:00,582 -  Chartered_API.common.http_method - ERROR - UN-support method - [http_method.py:44 ]
2019-07-02 09:15:32,537 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 09:15:34,600 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/charter/order/ykxEarnestMoney - [http_method.py:32 ]
2019-07-02 09:15:34,601 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190701087', 'payType': 1, 'amount': 500.5, 'costType': 1, 'name': '', 'payTime': ''} - [http_method.py:34 ]
2019-07-02 09:15:34,655 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 09:15:36,816 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/charter/order/ykxEarnestMoney - [http_method.py:32 ]
2019-07-02 09:15:36,817 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '', 'payType': 1, 'amount': '', 'costType': '', 'name': '董五', 'payTime': '2019-07-02 09:15:36'} - [http_method.py:34 ]
2019-07-02 09:15:36,864 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 09:15:39,089 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/charter/order/ykxEarnestMoney - [http_method.py:32 ]
2019-07-02 09:15:39,090 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '', 'toNumber': '', 'payType': '', 'amount': '', 'costType': '', 'name': '', 'payTime': ''} - [http_method.py:34 ]
2019-07-02 09:15:39,142 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 09:15:59,925 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 09:15:59,926 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190701276', 'customerName': '项五', 'startPlace': '陈家坪', 'endPlace': '北京', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15249517888', 'beginTime': '2019-07-02 10:15:59', 'endTime': '2019-07-02 20:15:59', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 09:15:59', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 09:16:55,605 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 09:16:55,819 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 09:16:55,820 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '', 'toNumber': '20190701759', 'customerName': '董七', 'startPlace': '陈家坪', 'endPlace': '宜宾', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15468125888', 'beginTime': '2019-07-02 10:16:55', 'endTime': '2019-07-02 20:16:55', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 09:16:55', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 09:16:58,808 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 09:16:59,112 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 09:16:59,112 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '', 'customerName': '屈大', 'startPlace': '大学城', 'endPlace': '万盛', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15321907888', 'beginTime': '2019-07-02 10:16:59', 'endTime': '2019-07-02 20:16:59', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 09:16:59', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 09:17:13,029 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 09:17:13,341 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 09:17:13,342 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190701427', 'customerName': '', 'startPlace': '大学城', 'endPlace': '江津', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15069831888', 'beginTime': '2019-07-02 10:17:13', 'endTime': '2019-07-02 20:17:13', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 09:17:13', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 09:17:18,914 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 09:17:19,254 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 09:17:19,255 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190701801', 'customerName': '李二', 'startPlace': '', 'endPlace': '铜梁', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15297816888', 'beginTime': '2019-07-02 10:17:19', 'endTime': '2019-07-02 20:17:19', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 09:17:19', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 09:17:22,104 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 09:17:22,461 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 09:17:22,462 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190701815', 'customerName': '舒八', 'startPlace': '南广场', 'endPlace': '合川', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15476819888', 'beginTime': '2019-07-02 10:17:22', 'endTime': '2019-07-02 20:17:22', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 09:17:22', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 09:17:27,689 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 09:17:28,029 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 09:17:28,031 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190701124', 'customerName': '祝五', 'startPlace': '大学城', 'endPlace': '铜梁', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15514796888', 'beginTime': '2019-07-02 10:17:28', 'endTime': '2019-07-02 20:17:28', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 09:17:28', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 09:17:31,545 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 09:17:31,886 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 09:17:31,887 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190701460', 'customerName': '纪五', 'startPlace': '南广场', 'endPlace': '江津', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15263854888', 'beginTime': '2019-07-02 10:17:31', 'endTime': '2019-07-02 20:17:31', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 09:17:31', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 09:17:34,911 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 09:44:19,713 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 09:44:19,714 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702876', 'customerName': '赵五', 'startPlace': '菜园坝', 'endPlace': '万盛', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15950761888', 'beginTime': '2019-07-02 10:44:19', 'endTime': '2019-07-02 20:44:19', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 09:44:19', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:04:04,102 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:04:04,103 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702637', 'customerName': '董四', 'startPlace': '机场', 'endPlace': '宜宾', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15173408888', 'beginTime': '2019-07-02 11:04:04', 'endTime': '2019-07-02 21:04:04', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:04:04', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:18:14,752 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:18:14,752 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '', 'toNumber': '20190702913', 'customerName': '董五', 'startPlace': '南广场', 'endPlace': '万盛', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15908327888', 'beginTime': '2019-07-02 11:18:14', 'endTime': '2019-07-02 21:18:14', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:18:14', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:18:16,027 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:18:16,027 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '', 'customerName': '舒二', 'startPlace': '南广场', 'endPlace': '万盛', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15815364888', 'beginTime': '2019-07-02 11:18:16', 'endTime': '2019-07-02 21:18:16', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:18:16', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:18:17,047 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:18:17,047 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702532', 'customerName': '', 'startPlace': '南广场', 'endPlace': '长寿', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15752041888', 'beginTime': '2019-07-02 11:18:17', 'endTime': '2019-07-02 21:18:17', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:18:17', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:18:18,076 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:18:18,076 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702418', 'customerName': '舒九', 'startPlace': '', 'endPlace': '合川', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15341876888', 'beginTime': '2019-07-02 11:18:18', 'endTime': '2019-07-02 21:18:18', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:18:18', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:18:19,175 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:18:19,175 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702967', 'customerName': '金三', 'startPlace': '陈家坪', 'endPlace': '', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15246385888', 'beginTime': '2019-07-02 11:18:19', 'endTime': '2019-07-02 21:18:19', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:18:19', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:18:20,191 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:18:20,191 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702026', 'customerName': '屈四', 'startPlace': '菜园坝', 'endPlace': '永川', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '', 'beginTime': '2019-07-02 11:18:20', 'endTime': '2019-07-02 21:18:20', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:18:20', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:18:21,277 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:18:21,278 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702537', 'customerName': '屈三', 'startPlace': '大学城', 'endPlace': '合川', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15246379888', 'beginTime': '', 'endTime': '2019-07-02 21:18:21', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:18:21', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:21:36,563 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:21:36,949 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:21:36,949 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702824', 'customerName': '舒五', 'startPlace': '机场', 'endPlace': '合川', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15601753888', 'beginTime': '2019-07-02 11:21:36', 'endTime': '', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:21:36', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:21:40,990 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:21:41,331 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:21:41,336 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702273', 'customerName': '祝大', 'startPlace': '机场', 'endPlace': '万州', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15716539888', 'beginTime': '2019-07-02 11:21:41', 'endTime': '2019-07-02 21:21:41', 'duration': '', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:21:41', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:21:47,239 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:21:47,547 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:21:47,547 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702173', 'customerName': '张五', 'startPlace': '四公里', 'endPlace': '万盛', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15084791888', 'beginTime': '2019-07-02 11:21:47', 'endTime': '2019-07-02 21:21:47', 'duration': '600', 'numberofPassengers': '', 'createTime': '2019-07-02 10:21:47', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:21:50,301 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:21:50,841 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:21:50,841 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702570', 'customerName': '屈九', 'startPlace': '陈家坪', 'endPlace': '江津', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15214859888', 'beginTime': '2019-07-02 11:21:50', 'endTime': '2019-07-02 21:21:50', 'duration': '600', 'numberofPassengers': '35', 'createTime': '', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:22:08,374 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:22:08,685 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:22:08,686 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702058', 'customerName': '李六', 'startPlace': '沙坪坝', 'endPlace': '万州', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15276514888', 'beginTime': '2019-07-02 11:22:08', 'endTime': '2019-07-02 21:22:08', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:22:08', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:22:18,623 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:22:19,165 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:22:19,166 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '3', 'toNumber': '20190702245', 'customerName': '张八', 'startPlace': '陈家坪', 'endPlace': '江津', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15167089888', 'beginTime': '2019-07-02 11:22:19', 'endTime': '2019-07-02 21:22:19', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:22:19', 'enterpriseCode': ''} - [http_method.py:34 ]
2019-07-02 10:22:20,604 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"单位编码不能为空"} - [http_method.py:47 ]
2019-07-02 10:22:21,216 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:22:21,216 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702928', 'customerName': '赵三', 'startPlace': '菜园坝', 'endPlace': '上海', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15860527888', 'beginTime': '2019-07-01', 'endTime': '2019-07-02 21:22:21', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:22:21', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:22:22,933 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:22:23,606 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:22:23,607 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702695', 'customerName': '王三', 'startPlace': '沙坪坝', 'endPlace': '长寿', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15948570888', 'beginTime': '2019-07-02 11:22:23', 'endTime': '2019-12-31', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:22:23', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:22:26,894 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:22:27,572 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:22:27,573 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702502', 'customerName': '屈二', 'startPlace': '大学城', 'endPlace': '江津', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15597642888', 'beginTime': '2019-07-02 11:22:27', 'endTime': '2019-07-02 21:22:27', 'duration': '5小时', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:22:27', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:22:27,613 -  Chartered_API.common.http_method - DEBUG - 请求response:<html><head><title>Apache Tomcat/7.0.82 - Error report</title><style><!--H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}--></style> </head><body><h1>HTTP Status 400 - </h1><HR size="1" noshade="noshade"><p><b>type</b> Status report</p><p><b>message</b> <u></u></p><p><b>description</b> <u>The request sent by the client was syntactically incorrect.</u></p><HR size="1" noshade="noshade"><h3>Apache Tomcat/7.0.82</h3></body></html> - [http_method.py:47 ]
2019-07-02 10:22:27,620 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:22:27,621 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702625', 'customerName': '王六', 'startPlace': '陈家坪', 'endPlace': '万盛', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15638429888', 'beginTime': '2019-07-02 11:22:27', 'endTime': '2019-07-02 21:22:27', 'duration': '600', 'numberofPassengers': '五十人', 'createTime': '2019-07-02 10:22:27', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:22:27,646 -  Chartered_API.common.http_method - DEBUG - 请求response:<html><head><title>Apache Tomcat/7.0.82 - Error report</title><style><!--H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}--></style> </head><body><h1>HTTP Status 400 - </h1><HR size="1" noshade="noshade"><p><b>type</b> Status report</p><p><b>message</b> <u></u></p><p><b>description</b> <u>The request sent by the client was syntactically incorrect.</u></p><HR size="1" noshade="noshade"><h3>Apache Tomcat/7.0.82</h3></body></html> - [http_method.py:47 ]
2019-07-02 10:22:27,651 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:22:27,651 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702150', 'customerName': '屈九', 'startPlace': '菜园坝', 'endPlace': '万州', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15849267888', 'beginTime': '2019-07-02 11:22:27', 'endTime': '2019-07-02 21:22:27', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-06-31', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:22:30,488 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:22:31,171 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:22:31,172 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702583', 'customerName': '王四', 'startPlace': '机场', 'endPlace': '泸州', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15295164888', 'beginTime': '2019-07-02 11:22:31', 'endTime': '2019-07-02 21:22:31', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:22:31', 'enterpriseCode': '二百二十二'} - [http_method.py:34 ]
2019-07-02 10:22:34,483 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"单位编码在业务系统中不存在"} - [http_method.py:47 ]
2019-07-02 10:22:35,183 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
